Email,First Name,Last Name,Company Name,Phone Number,Address,Custom 1,Custom 2,Custom 3
John.Ritchie@ampf.com,,,Ameripriseadvisors,415.288.7320,44 Montgomery St Ste 3100,https://www.ameripriseadvisors.com/John.Ritchie/?cid=IP_local_google,"John Ritchie is an Ameriprise Financial Advisor serving the San Francisco, CA area. Get the personal financial advice you need to achieve your goals.","John Ritchie is an Ameriprise Financial Advisor serving the San Francisco, CA area. Get the personal financial advice you need to achieve your goals."
maggie@maggiechristopher.com,,,Maggiechristopher,(651) 231-1360,821 Raymond Ave UNIT 305,http://www.maggiechristopher.com/,"Hi! I’m Maggie, a psychotherapist, holistic nutrition counselor and advanced QNRT practitioner who is passionate about delivering results in the hour you spend with me.","Holistic Health and Wellness Nutritional Counseling for the St Paul, and Twin Cities area. Nutritionist sessions focus on your specific health needs, like weight loss, sugar cravings, gluten allergies, digestive issues, emotional eating and boosting your metabolism. First consultations are always free"
design@thayer-hopkins.com,,,Thayerhopkins,415 660 9870,1000 Brannan St #304,http://www.thayerhopkins.com/,Our Work About Recognition Blog Contact Our Work About Recognition Blog Contact Our Work About Recognition Blog Contact Our Work About Recognition Blog Contact,Our Work About Recognition Blog Contact Our Work About Recognition Blog Contact
hello@shapack.com,,,Shapack,,167 N Green St,http://www.shapack.com/,"Located in Chicago's Fulton Market District, Shapack Partners is a 
multi-asset class real estate developer. Shapack is known for developing 
Soho House, The Hoxton, WeWork, Knoll, Momotaro, Lazy Bird, Cira, Cabra, 
Ramen-San, Boqueria, 167 Green, Izakaya, the Oakville, and 167 Green's Town 
Hall Basketball Court. Upcoming developments include One Fulton Market, 170 
Green, 220 Ada and 1353 Fulton.","Located in Chicago's Fulton Market District, Shapack Partners is a multi-asset class real estate developer. Shapack is known for developing Soho House, The Hoxton, WeWork, Knoll, Momotaro, Lazy Bird, Cira, Cabra, Ramen-San, Boqueria, 167 Green, Izakaya, the Oakville, and 167 Green's Town Hall Basket"
office@wonglogan.com,,,Wonglogan,510-843-0916,800 Bancroft Way # 200,http://wonglogan.com/,"The firm’s portfolio of work for both public and private clients, includes 
a wide range of building types including recreational facilities, 
administrative offices, police stations, fire stations, libraries and other 
civic/municipal projects. MWDL is devoted to a design approach that results 
in buildings rooted in their time as well as place, taking advantage of 
contemporary advances in materials, technologies and techniques to execute 
projects that are forward-thinking while remaining sensitive to their 
context. Every project is approached from a perspective of functional 
pragmatism as well as aesthetics, combining form and function with 
aesthetic qualities of light, scale, color, and material to create 
uplifting and functional environments.","The firm’s portfolio of work for both public and private clients, includes a wide range of building types including recreational facilities, administrative offices, police stations, fire stations, libraries and other civic/municipal projects. MWDL is devoted to a design approach that results in buil"
info@cwealthadvisor.com,,,Cwealthadvisor,860-414-7154,4210 Brooke Ct,http://www.cwealthadvisor.com/,"Whether you are pre-retirement or post, our goal is to ease your mind about your future by working through all the details to protect, grow and manage your estate wisely in San Diego, CA.","Whether you are pre-retirement or post, our goal is to ease your mind about your future by working through all the details to protect, grow and manage your estate wisely in San Diego, CA."
info@aidlin-darling-design.com,,,Aidlindarlingdesign,+1.415.974.5603,500 3rd St #410,http://www.aidlindarlingdesign.com/,"Skip to content Aidlin Darling Design Home Projects About News Contact We believe that architecture is a social act. With the conviction that design can meaningfully impact the human spirit and engage all the senses, we pursue architecture as an act that strives to inspire, heal, serve and educate, ","Skip to content Aidlin Darling Design Home Projects About News Contact We believe that architecture is a social act. With the conviction that design can meaningfully impact the human spirit and engage all the senses, we pursue architecture as an act that strives to inspire, heal, serve and educate, "
support@realtyads.com,,,Realtyads,(312) 216-9995,515 N State St #1750,https://realtyads.com/?utm_source=GoogleBusiness,AI Powered CRE Advertising Platform. The Most Effective Way To Reach Local Brokers & Tenants.,AI Powered CRE Advertising Platform. The Most Effective Way To Reach Local Brokers & Tenants.
jeff.burke@ubs.com,,,Advisors,(415) 576-3879,"555 California Street 32nd/ 34th, 46th Floor",https://advisors.ubs.com/jeff.burke/?utm_source=Yext&utm_medium=GMB&utm_campaign=162826&y_source=1_MjAwOTU2NzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Learn more about Jeffrey Burke in San Francisco, CA. Providing wealth management services.","Learn more about Jeffrey Burke in San Francisco, CA. Providing wealth management services."
brian@griggfinancialgroup.com,,,Griggfinancialgroup,619-592-8779,3111 Camino Del Rio N Ste 430,https://www.griggfinancialgroup.com/,"San Diego CPA experts specializing in tax preparation and planning, accounting, payroll and business consulting services.","San Diego CPA experts specializing in tax preparation and planning, accounting, payroll and business consulting services."
career@ZeroEnergy.com,,,Zeroenergy,(617) 720-5002,156 Milk St #3,http://zeroenergy.com/,"We are a team of architects, designers and engineers working to create 
beautiful, healthy buildings that improve our living world. Call To Discuss 
Your Project Today!","We are a team of architects, designers and engineers working to create beautiful, healthy buildings that improve our living world. Call To Discuss Your Project Today!"
contact@pacificadvisors.com,,,Pacificadvisors,1-888-399-3331,5405 Morehouse Dr UNIT 245,https://www.pacificadvisors.com/,"With offices throughout the West, Pacific Advisors helps 60,000+ clients with personal, family, and enterprise financial strategies.","With offices throughout the West, Pacific Advisors helps 60,000+ clients with personal, family, and enterprise financial strategies."
info@kpad.com,,,Kpad,,1714 Stockton St,http://www.kpad.com/,You can find out more about which cookies we are using or switch them off in settings .,The Firm Philosophy Team Awards and Exhibitions Publications Client List Employment
info@northfinancialadvisors.com,,,Northfinancialadvisors,929-266-3757,4648 Park Blvd,https://www.northfinancialadvisors.com/,"Meet Cady North, CFP®Founder and CEOOnce many women achieve a degree of professional and financial success, we often wonder what’s next.  Let’s sit down and talk about that. Do you want to start a business? Do you want to retire early? Take a sabbatical? Let’s plan how your finances can support those dreams.Read more about Cady >>","San Diego financial planner,Washington DC financial planner,fee-only financial planner,certified financial planner,investment management,capital management,wealth management,entrepreneurs, women"
nick@nicklibert.com,,,Nicklibert,312 554 5478,2935 N Clark St,https://www.nicklibert.com/,"I agree to receive marketing and customer service calls and text messages from Nick Libert and EXIT STRATEGY REALTY. Consent is not a condition of purchase. Msg/data rates may apply. Msg frequency varies. To opt-out, you can reply ""STOP"" at any time or click the unsubscribe link in the emails. Privacy Policy & Terms of Service","I agree to receive marketing and customer service calls and text messages from Nick Libert and EXIT STRATEGY REALTY. Consent is not a condition of purchase. Msg/data rates may apply. Msg frequency varies. To opt-out, you can reply ""STOP"" at any time or click the unsubscribe link in the emails. Privacy Policy & Terms of Service"
alyssa@smartarchitecture.net,,,Smartarchitecture,(617) 576-2720,625 Mt Auburn St #206,http://www.smartarchitecture.net/,"The offices of Smart Architecture in Cambridge, Massachusetts, and selected 
project portfolio for residential, commercial, institutional and retail 
architectural design services.","The offices of Smart Architecture in Cambridge, Massachusetts, and selected project portfolio for residential, commercial, institutional and retail architectural design services."
info@designbuild-boston.com,,,Designbuildarchitects,617.655.6485,529 Main St Suite P200,http://www.designbuildarchitects.com/,Welcome to the Design Build Architects Home Page. Streamlining the design and construction process for our clients.,Welcome to the Design Build Architects Home Page. Streamlining the design and construction process for our clients.
reactivations@ueni.com,,,Amacher Associates Architects,,237 Mt Auburn St,https://amacher-associates-architects.ueniweb.com/?utm_campaign=gmb,,
info@hammerarchitects.com,,,Hammerarchitects,(617) 876-5121,19 Bishop Richard Allen Dr,http://www.hammerarchitects.com/,"Home About Us Portfolio Process Contact Home About Us Portfolio Process Contact ABOUT US Our goal is to craft well designed buildings that are a joy to live in, and make a positive contribution to their environment. CONTACT 141 Commercial Street, Provincetown, MA 02657 (617) 876-5121 info@hammerarch","Home About Us Portfolio Process Contact Home About Us Portfolio Process Contact ABOUT US Our goal is to craft well designed buildings that are a joy to live in, and make a positive contribution to their environment. CONTACT 141 Commercial Street, Provincetown, MA 02657 (617) 876-5121 info@hammerarch"
info@mybbd.com,,,Mybbd,952-392-1200,4916 Lincoln Dr,http://www.mybbd.com/,ServicesWhatWeOfferAdvisory ServicesAdvisory SolutionsTax EfficiencyPayrollAccountingRetirement Account,AboutHearOurStoryLearn more about BBDand meetyour team
inquiries@sawdust.com,,,Sawdust,(312) 897-1100,30 S Wacker Dr STE 2500,http://sawdust.com/,,
lori@hcstrategicadvisor.com,,,Hcstrategicadvisor,(630) 917.2887,6625 N Avondale Ave,http://hcstrategicadvisor.com/about-us/,"Leaders face challenges as they go through life, requiring trusted sources for guidance. Confidentiality is key with our clients. We have the best interests at heart for our co-workers, supporting their sustainability and self-sufficiency.","These walk side by side. We strive, we earn, and we give back. Giving back is important to us as evidenced by our work with Female Strong and YEA! (Young Entrepreneurs Academy) programs."
careers@jgma.com,,,Jgma,+1 312.895.4438,223 W Ohio St,http://www.jgma.com/,JGMA is a progressive architecture and design practice committed to active community involvement and the enrichment of peoples’ lives through the attentive and dynamic organization of space and materiality.,"We proudly consider ourselves innovators in the field of architecture and are dedicated to formulating consistently unique solutions to every design opportunity. Our work is conceptually driven but exhibits the highest level of quality at every stage of design, construction, and occupancy."
info@convexitas.com,,,Convexitas,(312) 210-9650,444 N Wabash Ave suite 300,https://www.convexitas.com/contact/,Convexitas was formed to help families and institutions achieve their financial and lifestyle goals by offering stewards of capital portfolio-level tools to increase liquidity and flexibility. We believe liquidity in all market conditions is the chief concern for portfolio construction – it results in more choices and executed opportunity.,"Convexitas needs the contact information you provide to us to contact you about our products and services. You may unsubscribe from these communications at anytime. For information on how to unsubscribe, as well as our privacy practices and commitment to protecting your privacy, please review our Privacy Policy ."
maria@innerpeacesd.com,,,Innerpeacesd,(619) 339-4316,4078 Ibis St,http://innerpeacesd.com/,"Inner Peace is a true Mind Body Spirit Experience that allows healing, 
growth and change in all areas of life. Holistic counselor & life coach in 
San Diego, CA","Healing isn’t just about talking—it’s about experiencing. While traditional therapy offers insight, my approach goes beyond cognitive strategies and surface-level conversations. I create immersive experiences that allow for true transformation. Through one-on-one counseling, groups, workshops, and retreats, you don’t just process your struggles—you actively engage in the work. In this space, healing is not a theory but a lived experience. Here, you will be seen, heard, and deeply validated. You will practice vulnerability, cultivate emotional intimacy, and break through the barriers that have kept you stuck. Whether you are carrying deep trauma, grief, or unresolved wounds, this journey offers more than coping—it offers freedom. Step into a safe, supportive space where healing isn’t just possible—it’s inevitable."
build@massdesigngroup.org,,,Massdesigngroup,+1 (505)634-9200,1 Chandler St,http://www.massdesigngroup.org/,"The Gun Violence Memorial Project is open in Boston at The Institute of Contemporary Art/Boston , the gallery at MASS Design Group office, and Boston’s City Hall. The memorial will be on view through the end of January 2025. The exhibition features four houses built of 700 glass bricks, representing the average number of lives taken due to gun violence every week in America. Each brick holds a remembrance object given to the project in honor of a loved one taken by gun violence. The memorial project is an effort led by MASS in partnership with artist Hank Willis Thomas and Purpose Over Pain to honor victims of the gun violence epidemic.","For more information about the project, visit www.gunviolencememorialproject.org ."
marty@viachicagoarchitects.com,,,Viachicagoarchitects,3128799828,3231 W Armitage Ave,http://www.viachicagoarchitects.com/,"Via Chicago is a small architecture firm based in Chicago and Panamá. We 
approach each project at a very personal level, and remain intensely 
dedicated to the quality of our work from first pen stroke until final 
completion and beyond.","Via Chicago is a small architecture firm based in Chicago and Panamá. We approach each project at a very personal level, and remain intensely dedicated to the quality of our work from first pen stroke until final completion and beyond."
tlrelf@gmail.com.,,,Terrieleighrelf,619-269-0706,4892 Santa Cruz Ave,http://www.terrieleighrelf.com/,"If you haven’t experienced Integrative Life and Writing Coaching, and are curious how it can make a difference in your personal, educational, and professional life, contact me for a 30- minute complimentary consultation at 619.269.0706 (PST)  or tlrelf@gmail.com. I’m a life and writing coach located in the Ocean Beach/Pt. Loma area of San Diego, California, and primarily offer remote sessions via phone and the audio-visual platform, zoom.us.",Your inner critic is working overtime and you’re feeling a disconnect between what you envision and what you’re actually writing.
aodunsi@infinitystrategicgroup.com,,,Infinitystrategicgroup,312.268.5625,180 N Stetson Ave Suite 3500,http://www.infinitystrategicgroup.com/,"You may think that estate planning is only for the wealthy. In reality, estate planning is a process that ensures you take care of the people and things that give your life meaning, regardless of how much money you have. Imagine for a moment the peace you would feel knowing that the people you love most—spouse, children, parents, brothers, and sisters—would be protected and provid-ed for, even after you are gone. Estate planning also allows you to take care of yourself, by deciding how you want to live in the later years of your life and who will make decisions about your health and finances as you age.",Services Submenu Estate planning Probate and Trust Administration Tax Planning
awu@gpchicago.com,,,Gpchicago,+1 312 356 0600,224 S Michigan Ave,http://www.gpchicago.com/,"toggle main navigation Profile Practice Leadership Recognition Publications Careers Contact Architecture Type Mixed-Use Office Hospitality Residential High-Rise Interiors Planning Institutional Renovation Location The Americas Asia & Oceania Europe, Middle East, & Africa News 1900 Lawrence Recognize",Profile Practice Leadership Recognition Publications Careers Contact
info@my.cpa,,,My,(305) 534-7160,1000 Brickell Ave #320,https://www.my.cpa/?utm_campaign=gmbmiami,"Our skilled CPA Miami team has years of experience providing accounting, tax, and consulting services to professional service firms.","Our skilled CPA Miami team has years of experience providing accounting, tax, and consulting services to professional service firms."
DePaulLA@cdm.depaul.edu,,,Cdm,(312) 362-8381,243 S Wabash Ave,https://www.cdm.depaul.edu/,"DePaul, University, Graduate School, 
		DePaul CTI, DePaul CDM, graduate, animation, digital cinema, cinema, chicago, masters,
		largest, CTI, CDM, computer, information, 
		course, students, search, forum, faculty, degree, the, 
		summer, questions, programs, info, advising, admissions, syllabi, careers,
		support, status, school, scholarship, labs, lab, java, exam, degrees, 
		current, courses, chicago, career, calendar, admission, world, tuition, 
		telecommunications, systems,  study, services, see, science, 
		scholarships, schedule, research, requirements, registration, programmers, 
		planning, personalized,distance learning,online learning","One of the nation’s largest and most comprehensive programs, DePaul University's Jarvis College of Computing and Digital Media (CDM) offers undergraduate and graduate programs in a wide and diverse range of fields."
engineers@viatechnik.com,,,Viatechnik,1-312-462-1060,"AON Center, 200 E Randolph St",https://www.viatechnik.com/offices/chicago/,Explore our BIM services in Chicago. Connect with VIATechnik in Chicago to transform your construction projects with our building information modeling strategy.,Explore our BIM services in Chicago. Connect with VIATechnik in Chicago to transform your construction projects with our building information modeling strategy.
info@baystatestrategies.com,,,Baystatestrategies,617-367-1004,130 Bowdoin St STE 309,http://www.baystatestrategies.com/,"With depth of knowledge and a vast network of contacts, we are experienced and effective advocates for our clients.","With depth of knowledge and a vast network of contacts, we are experienced and effective advocates for our clients."
INFO@BLDGPROJ.COM,,,Bldgproj,773-784-9755,4468 N Elston Ave,https://www.bldgproj.com/,"We are a Chicago & Miami based national architecture firm designing over 
250 projects annually within Residential, Commercial and Mixed-Use 
projects. Modern, Contemporary and Interior Design is also our specialty. 
We can provide partial or full services from schematic design to project 
management. 100% Women Owned Business. Licensed in IL, FL, AZ, AL, IA, IN, 
MI, MN, NC, OH, TX, WI.","We are a Chicago & Miami based national architecture firm designing over 250 projects annually within Residential, Commercial and Mixed-Use projects. Modern, Contemporary and Interior Design is also our specialty. We can provide partial or full services from schematic design to project managemen"
info@rotharchitects.com,,,Rotharchitects,(847) 475-4750,4909 W Catalpa Ave,http://www.rotharchitects.com/,"Skip to main content Home Projects About Us Testimonials Contact Us Home Projects About Us Testimonials Contact Us Chicago's Award Winning Architectural Firm Chicago, IL 60630 (847) 475-4750 info@rotharchitects.com Created with Houzz Privacy Policy Cookies Setting",This Website Uses Cookies This website stores cookies on your device and handles your information in accordance with the Houzz Privacy Policy and this website privacy policy . Select your preferences below. When you click “Accept All” this website can give you the best possible user experience. Acce
info@duraliongroup.com,,,Duraliongroup,(305)-542-2700,1200 Brickell Ave STE 800,http://www.duraliongroup.com/,Real Estate Capital Advisory Creating value by structuring creative capital solutions with flawless execution Explore More What You Need To Know About Our Company Our investment team is a leading intermediary between our developer/investor clients seeking to connect with capital sources including debt & equity. By understanding each project’s life cycle and capital needs we […],Creating value by structuring creative capital solutions with flawless execution
careers@vequity.com,,,Vequity,,226 N Morgan St Ste 300,http://vequity.com/,Vequity is a market leader at identifying the right real estate opportunities for our clients. Contact us for more information about our clients and tenants.,Vequity provides retailers nationwide with high-quality retail real estate development by using innovative and cost-efficient processes.
careers@piercegray.com,,,Piercegray,312.257.2222,123 N Wacker Dr #860,http://www.piercegray.com/,"PierceGray finds the right leaders for growth. We're a top executive search firm for Private Equity & Fortune 500 clients, specializing in C-suite & management roles.","PierceGray finds the right leaders for growth. We're a top executive search firm for Private Equity & Fortune 500 clients, specializing in C-suite & management roles."
info@sengaarch.com,,,Sengaarch,(312)-235-6802,116 W Hubbard St Suite 600,http://sengaarch.com/,"Innovative Chicago-based modern architecture firm specializing in 
collaborative design for a variety of project types. Contact us today for 
exceptional service.",Innovative Chicago-based modern architecture firm specializing in collaborative design for a variety of project types. Contact us today for exceptional service.
info@swdgroup.com,,,Swdgroup,303.952.4044,4600 S Syracuse St #100,https://swdgroup.com/locations/financial-advisor-denver-co/,"Meet our caring financial advisors in Denver, CO. Experience personalized retirement planning, tax strategies, asset preservation, and legacy solutions tailored to your goals.","Meet our caring financial advisors in Denver, CO. Experience personalized retirement planning, tax strategies, asset preservation, and legacy solutions tailored to your goals."
info@digarchitects.com,,,Digarchitects,404.835.2855,1101 Houston Mill Rd NE,http://www.digarchitects.com/,"Founded by David I. Goldschmidt, DiG Architects is a modern residential and commercial architecture firm specializing in modern homes and commercial projects.","DiG, Architects, David, Goldschmidt, Atlanta, architect, architecture, modern, residential, digarchitects, homes, house, residential architect atlanta, atlanta residential architect, residential designer, home designer, atlanta homes, atlanta houses, DiG Architects, David I. Goldschmidt, David Goldschmidt, modern architecture, modern homes, modern houses, modern residential, best atlanta architects, best residential architects, best atlanta residential architects, best atlanta homes, best atlanta houses, award winning architecture, architect awards, atlanta architecture awards, georgia architecture awards, aia awards, aia georgia awards, aia atlanta awards. atlanta modern architect"
info@transnationalmatters.com,,,Transnationalmatters,305.417.9866,1221 Brickell Ave Suite 900,https://www.transnationalmatters.com/?utm_campaign=gmb,"Transnational Matters, based in Miami, offers strategic solutions for complex global disputes and compliance with international treaties and conventions.","Transnational Matters, a Miami law firm, offers expert legal services for international arbitration, litigation, and advisory on cross-border disputes."
info@miami-bookkeepers.com,,,Miami Bookkeepers,305-908-3853,1221 Brickell Ave,http://www.miami-bookkeepers.com/,"Miami Bookkeepers, Inc is your small business Bookkeeping, Accounting, and Payroll provider. Visit www.miami-bookkeepers.com for more.","Miami Bookkeepers, Inc is your small business Bookkeeping, Accounting, and Payroll provider. Visit www.miami-bookkeepers.com for more."
connect@alexanderhughes.com,,,Dsmlexecutivesearch,+1 312 268 6166,77 W Wacker Dr Ste 4500,http://www.dsmlexecutivesearch.com/,"Executive Search Firm recruiting CEOs, VPs and Sales executives in the US for European and Canadian-based companies.","DSML Executive Search is pleased to announce its integration with Alexander Hughes, an esteemed international executive search firm. This collaboration marks a significant step for us, combining DSML’s deep expertise in talent acquisition with the expansive global coverage of Alexander Hughes. Founded in 1957, Alexander Hughes has a commendable track record in executive search, providing services across a variety of sectors including technology, financial services, and consumer markets."
sales@upsilonlabs.io,,,Upsilonlabs,602-456-1307,221 E Indianola Ave,http://www.upsilonlabs.io/contact.html,,
jillian@elementalhealingcoaching.com,,,Elementalhealingcoaching,928.793.3990,2435 E Southern Ave Suite #5,http://www.elementalhealingcoaching.com/,"""I am first, a mother, wife, and lover of life! I have always been passionate about being of service to others and making a positive difference in the world. I began my professional path in the corporate world. My education began with traditional college, where I majored in Psychology with a Concentration in Cultural Studies...""","""I am first, a mother, wife, and lover of life! I have always been passionate about being of service to others and making a positive difference in the world. I began my professional path in the corporate world. My education began with traditional college, where I majored in Psychology with a Concentration in Cultural Studies..."""
nicolep@nextpr.com,,,Arrivelogistics,(888) 861-0650,30 S Wacker Dr Ste 2350,http://www.arrivelogistics.com/,Our relentless pursuit of perfection has made us one of the nation’s fastest-growing freight brokerages. Visit us now and ship or haul with us.,Our relentless pursuit of perfection has made us one of the nation’s fastest-growing freight brokerages. Visit us now and ship or haul with us.
admissions@eastwest.edu,,,Eastwest,1-312-939-0111,816 S Michigan Ave,https://www.eastwest.edu/,Resources Menu Toggle Academic Calendar Library Registrar Counseling & Student Affairs Academic Advising IT Services Campus Safety Directory,"Change your course in life at East-West University, located along Michigan Ave. in downtown Chicago, IL."
bhernandez@crshq.com,,,Crshq,(202) 559-0170,800 North Capitol St NW #800,https://www.crshq.com/,Learn more about Crossroads Strategies,"The latest Crossroads Strategies Strengthens Offerings with Strategic Hires and Key Promotions 03.26.2025 Our team Knowledge, Integration, Skills and Service Learn more about Crossroads Strategies Find us (202) 559-0170 800 N. Capitol St., NW Ste. 800 Washington, DC 20002"
information@gvsa.com,,,Gvsa,1 919-670-5590,409 John Wesley Dobbs Ave NE,http://www.gvsa.com/,"AboutGVSA is a dynamic, innovative team driven by a passion for design and a commitment to excellence. We thrive on collaboration, pushing creative boundaries while enjoying the process of producing impactful, meaningful work.READ MORE","AboutGVSA is a dynamic, innovative team driven by a passion for design and a commitment to excellence. We thrive on collaboration, pushing creative boundaries while enjoying the process of producing impactful, meaningful work.READ MORE"
info@resolutecommercial.com,,,Resolutecommercial,480.947.3321,6750 E Camelback Rd Suite 103,http://resolutecommercial.com/,"We are a business advisory firm focused on solving financial, operational, and HR challenges for middle-market companies with tailored solutions.","We are a business advisory firm focused on solving financial, operational, and HR challenges for middle-market companies with tailored solutions."
info@sizemoregroup.com,,,Sizemoregroup,404.605.0690,342 Marietta St NW UNIT 3,http://www.sizemoregroup.com/,"Sizemore Group is a full-service design studio rooted by our history and experience with people and places. We specialize in every phase of the place-making process, from community-supported planning to beautiful building design, from creative interiors and project management to public engagement.",404.605.0690 info@sizemoregroup.com About Us Projects Architecture Civic Higher Education Religious Multi-Family Housing Planning Mixed Used & Town Centers Higher Education Placemaking & Art Workshops Interiors Civic Higher Education K-12 Education Religious News Contact Us Select Page About Us Proj
AB@BROOKLINEDEVELOPMENTGROUP.COM,,,Brooklinellc,630.590.5910,171 N Aberdeen St Suite 400,http://brooklinellc.com/,"Brookline is a boutique firm specialized in a unique mix of commercial real estate, investment, and business development services for small and mid-sized businesses and investors.","Brookline is a boutique firm specialized in a unique mix of commercial real estate, investment, and business development services for small and mid-sized businesses and investors."
careers@magnetar.com,,,Magnetar,+1 212 993 1640,1603 Orrington Ave # 1300,http://www.magnetar.com/,"Focused on delivering positive outcomes for our investors, Magnetar generates tomorrow's diversifying return streams by challenging today's investment norms. Explore our approach.","Focused on delivering positive outcomes for our investors, Magnetar generates tomorrow's diversifying return streams by challenging today's investment norms. Explore our approach."
dustin.block@evolvestrategicgrowth.com,,,Evolvestrategicgrowth,(303) 550-7869,1818 Allison St,https://evolvestrategicgrowth.com/,"Evolve Strategic Growth specializes in talent acquisition for financial services, connecting top advisors and executives with leading firms for strategic growth and success.","Evolve Strategic Growth specializes in talent acquisition for financial services, connecting top advisors and executives with leading firms for strategic growth and success."
IR@TheStrategicGroup.com.,,,Thestrategicgroup,404.963.6657,1180 Peachtree St NE #3330,https://thestrategicgroup.com/,"About UsThe Strategic Group The Strategic Group is a boutique firm that focuses primarily on investment strategies that also may provide tax benefits as a source of returns. We work closely with affluent investors, family offices, trusted advisors, corporations, and banks. Learn More Cost Segregation Through precise calculations and on-site analysis, we identify components","About UsThe Strategic Group The Strategic Group is a boutique firm that focuses primarily on investment strategies that also may provide tax benefits as a source of returns. We work closely with affluent investors, family offices, trusted advisors, corporations, and banks. Learn More Cost Segregation Through precise calculations and on-site analysis, we identify components"
maryashakatz@gmail.com,,,Katzlifecoaching,831-234-5813,2945 44th Ave S,http://katzlifecoaching.com/,"Katz Life Coaching will help you recognize and prioritize your dreams, 
create deep, lasting change, step into meaningful choices. Stress- and 
time-management, balance, creative flow, emotional literacy, personal 
growth, and self-care. Focused, compassionate help with brainstorming, 
direction, motivation and follow-through.",Katz Life Coaching Home / About / Bio / Coaching / FAQ / Form / Packages / Katz Life Coaching Dare to Dream Katz Life Coaching Home / About / Bio / Coaching / FAQ / Form / Packages / Do you know what you want out of life? Need help moving from dreaming to action? It is never too late to follow your 
info@root-ad.com,,,Root Ad,(720)498-1925,28677 S Buffalo Park Rd Suite 205,https://root-ad.com/,,
info@NarrativeStrategies.com,,,Narrativestrategies,(202) 730-0133,1400 L St NW Suite 500,https://narrativestrategies.com/,"Narrative is a full-service strategic communications firm that solves today’s most demanding reputational and public affairs challenges at the convergence of business, media, and politics.​","Narrative is a full-service strategic communications firm that solves today’s most demanding reputational and public affairs challenges at the convergence of business, media, and politics.​"
info@strategicsteward.com,,,Strategicsteward,678-888-0419,3215 S Cherokee Ln Suite 1630,http://www.strategicsteward.com/,Integrating faith and finance with Certified Kingdom Advisors® who provide financial planning services with a Biblical perspective.,Integrating faith and finance with Certified Kingdom Advisors® who provide financial planning services with a Biblical perspective.
contact@fiducial.com,,,Fiducial,+1 (708) 448-7100,7420 W College Dr,https://fiducial.com/locations/nawara-financial-advisors,"Professional Tax and Financial Services Firm in Chicago, Illinois providing tax, bookkeeping, and payroll services to small businesses and individuals.","Accounting services Chicago, Bookkeeping Chicago, Payroll services Chicago, Tax preparation in Chicago, Business accounting near Chicago, Financial planning for small businesses in Chicago, affordable financial services in Chicago, Tax services near me in Chicago,Best accounting firm in Chicago, Find an accountant near me, Hire a bookkeeper in Chicago, Trusted tax advisor for small businesses"
hr@responsive.io,,,Theinhub,971-470-3112,111 W Illinois St,http://www.theinhub.com/,"Confidently respond—the RFP software leader with AI-driven response management. Answer RFPs, RFIs, DDQs & more instantly.","Confidently respond—the RFP software leader with AI-driven response management. Answer RFPs, RFIs, DDQs & more instantly."
info@healthbox.com,,,Healthbox,(312) 664-4467,33 W Monroe St Ste1700,https://www.healthbox.com/,"Healthbox, a HIMSS Solution, enables healthcare organizations – providers, payers, market suppliers, and startups – to develop, adopt and invest in the technologies that will drive innovation and digital transformation. Healthbox helps organizations drive innovation from the inside and out. Our History","Healthbox, a HIMSS Solution, enables healthcare organizations – providers, payers, market suppliers, and startups – to develop, adopt and invest in the technologies that will drive innovation and digital transformation. Healthbox helps organizations drive innovation from the inside and out. Our History"
hello@laurenkester.com,,,Laurenkester,,600 NE 36th St,https://www.laurenkester.com/,"Many of the women I work with yearn to leave their current work and find something they are passionate about. In this coaching container, we work together to put you on a new path towards a life and career you genuinely love.","Our thoughts shape our reality. In this three-month coaching container, we will work together to identify your limiting beliefs, use somatic tools to help you connect to your body and intuition, and level up in every area of your life. A true transformational coaching experience."
info@acg-consultants.com,,,Acgadvocacy,(202) 327-8100,"South Tower, 1800 M St NW Suite 510",https://acgadvocacy.com/,ACG Advocacy Is One Of Washington's Premiere Bipartisan Government Affairs Firm Which also provides Strategic Consulting With Over 25 Years Of Experience In U.S. Policy.,ACG Advocacy Is One Of Washington's Premiere Bipartisan Government Affairs Firm Which also provides Strategic Consulting With Over 25 Years Of Experience In U.S. Policy.
studio@goddensudik.com,,,Goddensudik,1 303.455.4437,5975 S Quebec St # 250,https://www.goddensudik.com/,"Godden | Sudik is an award winning residential architecture firm based in Denver, Colorado with over 25 years experience in designing custom homes, single and multi-family developments.","Godden | Sudik is an award winning residential architecture firm based in Denver, Colorado with over 25 years experience in designing custom homes, single and multi-family developments."
info@sutkermoran.com,,,Sutkermoran,815-404-3811,980 N Michigan Ave,https://sutkermoran.com/,"What Our Clients Say Owner, $40 million Construction Company “I had been looking to replace my Controller with a W-2 hire. I was struggling to find the right fit for the organization and had already hired multiple Controllers that had left over the prior 5-10 years. I didn’t want to go through that again. I […]",Services Performance Improvement Organizational Assessment Operational Planning Executive Advisory Financial Statement Preparation Financial Projections & Analysis Working Capital Management Administrative Expense Reduction & Management Accounting Process Improvement Bank Relationship Debt Financing M & A Support Executive Recruiting Turnaround and Restructuring Performance Improvement Organizational Assessment Operational Planning Executive Advisory Financial Statement Preparation Financial Projections & Analysis Working Capital Management Administrative Expense Reduction & Management Accounting Process Improvement Bank Relationship Debt Financing M & A Support Executive Recruiting Turnaround and Restructuring
